	ParticipantId	PointClick_task_time_	PointClick_mouse_dist_	PointClick_speed_mean_	PointClick_speed_sd_	PointClick_pos_accel_mean	PointClick_pos_accel_sd	PointClick_neg_accel_mean	PointClick_neg_accel_sd	PointClick_pos_jerk_mean	PointClick_pos_jerk_sd	PointClick_neg_jerk_mean	PointClick_neg_jerk_sd	PointClick_pos_snap_mean	PointClick_pos_snap_sd	PointClick_neg_snap_mean	PointClick_neg_snap_sd	PointClick_angle_mean_	PointClick_angle_sd_	PointClick_x_flips_	PointClick_y_flips_	PointClick_total_dev_ideal_line_	PointClick_mean_dev_ideal_line_	PointClick_sd_dev_ideal_line_	PointClick_num_trials	DragDrop_task_time_	DragDrop_mouse_dist_	DragDrop_speed_mean_	DragDrop_speed_sd_	DragDrop_pos_accel_mean	DragDrop_pos_accel_sd	DragDrop_neg_accel_mean	DragDrop_neg_accel_sd	DragDrop_pos_jerk_mean	DragDrop_pos_jerk_sd	DragDrop_neg_jerk_mean	DragDrop_neg_jerk_sd	DragDrop_pos_snap_mean	DragDrop_pos_snap_sd	DragDrop_neg_snap_mean	DragDrop_neg_snap_sd	DragDrop_angle_mean_	DragDrop_angle_sd_	DragDrop_x_flips_	DragDrop_y_flips_	DragDrop_total_dev_ideal_line_	DragDrop_mean_dev_ideal_line_	DragDrop_sd_dev_ideal_line_	DragDrop_num_trials	DragDrop_num_drags	Drawing_task_time_	Drawing_mouse_dist_	Drawing_speed_mean_	Drawing_speed_sd_	Drawing_pos_accel_mean	Drawing_pos_accel_sd	Drawing_neg_accel_mean	Drawing_neg_accel_sd	Drawing_pos_jerk_mean	Drawing_pos_jerk_sd	Drawing_neg_jerk_mean	Drawing_neg_jerk_sd	Drawing_pos_snap_mean	Drawing_pos_snap_sd	Drawing_neg_snap_mean	Drawing_neg_snap_sd	Drawing_angle_mean_	Drawing_angle_sd_	Drawing_x_flips_	Drawing_y_flips_	Drawing_total_dev_ideal_line_	Drawing_mean_dev_ideal_line_	Drawing_sd_dev_ideal_line_	Drawing_num_drawings	Drawing_par_index	condition	FollowBox_mouse_dist_	FollowBox_speed_mean_	FollowBox_speed_sd_	FollowBox_pos_accel_mean	FollowBox_pos_accel_sd	FollowBox_neg_accel_mean	FollowBox_neg_accel_sd	FollowBox_pos_jerk_mean	FollowBox_pos_jerk_sd	FollowBox_neg_jerk_mean	FollowBox_neg_jerk_sd	FollowBox_pos_snap_mean	FollowBox_pos_snap_sd	FollowBox_neg_snap_mean	FollowBox_neg_snap_sd	FollowBox_angle_mean_	FollowBox_angle_sd_	FollowBox_x_flips_	FollowBox_y_flips_	FollowBox_in_box_ratio	LoadingTask_mouse_dist_	LoadingTask_speed_mean_	LoadingTask_speed_sd_	LoadingTask_pos_accel_mean	LoadingTask_pos_accel_sd	LoadingTask_neg_accel_mean	LoadingTask_neg_accel_sd	LoadingTask_pos_jerk_mean	LoadingTask_pos_jerk_sd	LoadingTask_neg_jerk_mean	LoadingTask_neg_jerk_sd	LoadingTask_pos_snap_mean	LoadingTask_pos_snap_sd	LoadingTask_neg_snap_mean	LoadingTask_neg_snap_sd	LoadingTask_angle_mean_	LoadingTask_angle_sd_	LoadingTask_x_flips_	LoadingTask_y_flips_	LoadingTask_movement	PatternTyping_Writing_time_mean	PatternTyping_Writing_time_sd	PatternTyping_Chars_tpd_mean	PatternTyping_Chars_tpd_sd	PatternTyping_Time_p_Keystr_mean	PatternTyping_Time_p_Keystr_sd	PatternTyping_Time_p_keystr_no_Bcksp_mean	PatternTyping_Time_p_keystr_no_Bcksp_sd	PatternTyping_Corr_time_mean	PatternTyping_Corr_time_sd	PatternTyping_time_spent_corr_mean	PatternTyping_time_spent_corr_sd	PatternTyping_Bckspce_presses_mean	PatternTyping_Bckspce_presses_sd	PatternTyping_Dwelltime_Mean_mean	PatternTyping_Dwelltime_Mean_sd	PatternTyping_Dwelltime_Median_mean	PatternTyping_Dwelltime_Median_sd	PatternTyping_Dwelltime_SD_mean	PatternTyping_Dwelltime_SD_sd	PatternTyping_1_keyspushed_mean	PatternTyping_1_keyspushed_sd	PatternTyping_0_keyspushed_mean	PatternTyping_0_keyspushed_sd	PatternTyping_Latency_mean_mean	PatternTyping_Latency_mean_sd	PatternTyping_Latency_median_mean	PatternTyping_Latency_median_sd	PatternTyping_latency_std_mean	PatternTyping_latency_std_sd	PatternTyping_down_down_mean_mean	PatternTyping_down_down_mean_sd	PatternTyping_down_down_median_mean	PatternTyping_down_down_median_sd	PatternTyping_down_down_sd_mean	PatternTyping_down_down_sd_sd	PatternTyping_up_up_mean_mean	PatternTyping_up_up_mean_sd	PatternTyping_up_up_median_mean	PatternTyping_up_up_median_sd	PatternTyping_up_up_sd_mean	PatternTyping_up_up_sd_sd	PatternTyping_writing_trials	PatternTyping_incomplete_trials
16	BjvdfWwrEmRveOUJ4CQWiHYhQ9t2_HS	23160.0	9783.1	422.414	667.679	9.002	16.157	-9.002	15.17	0.064	0.102	-0.063	0.114	0.559	0.847	-0.708	1.284	10.03	19.686	47.0	40.0	22450.504	16.399	18.707	25.0	32550.0	22692.552	697.16	1091.173	12.392	21.431	-11.868	22.107	0.084	0.173	-0.086	0.171	0.725	1.14	-0.915	2.01	7.955	17.011	44.0	35.0	38879.778	24.3	49.772	14.0	16.0	49950.0	13093.52	262.133	527.562	5.193	11.982	-5.116	12.756	0.046	0.106	-0.047	0.106	0.401	0.739	-0.477	1.201	9.04	16.902	39.0	48.0	8702.587	3.669	3.02	11.0	9.0	0.0	9355.546	300.435	295.324	5.47	7.875	-5.86	8.402	0.047	0.066	-0.047	0.061	0.4	0.5	-0.502	0.72	3.941	14.206	13.0	26.0	0.678	212.138	52.38	151.608	0.787	2.098	-0.797	2.983	0.007	0.026	-0.007	0.02	0.069	0.209	-0.06	0.213	4.079	13.506	2.0	1.0	1.0	3.198	0.673	6.0	0.0	0.533	0.112	0.533	0.112	0.0	0.0	0.0	0.0	0.0	0.0	57.2	3.76	59.429	5.827	7.223	1.917	0.094	0.021	0.906	0.021	582.371	135.928	445.714	85.6	350.694	55.633	639.571	134.637	497.286	84.534	353.047	54.265	658.0	167.818	607.357	195.512	362.149	58.94	7.0	0.0
17	BjvdfWwrEmRveOUJ4CQWiHYhQ9t2_LS	21540.0	9275.768	430.63	671.816	8.141	15.845	-7.805	14.485	0.056	0.091	-0.056	0.088	0.509	0.728	-0.601	1.127	8.843	19.439	32.0	30.0	17431.776	15.386	19.869	25.0	34755.0	23768.135	683.877	1004.837	11.701	20.754	-10.532	20.107	0.085	0.184	-0.088	0.178	0.71	1.195	-0.916	2.047	7.85	18.033	47.0	48.0	47337.541	24.81	43.613	14.0	15.0	42315.0	11355.791	268.363	540.411	5.163	11.602	-5.073	11.048	0.046	0.086	-0.048	0.088	0.403	0.609	-0.471	0.989	9.108	16.369	33.0	32.0	8574.76	4.189	5.184	11.0	9.0	1.0	8717.34	279.94	255.266	5.093	6.254	-5.205	6.264	0.043	0.054	-0.042	0.051	0.371	0.403	-0.447	0.573	4.258	15.506	17.0	28.0	0.771	93.467	19.719	62.149	0.32	1.423	-0.315	1.364	0.004	0.017	-0.004	0.017	0.039	0.151	-0.031	0.125	4.17	14.515	1.0	1.0	1.0	3.134	0.648	6.0	0.0	0.522	0.108	0.522	0.108	0.0	0.0	0.0	0.0	0.0	0.0	56.657	3.606	58.0	3.295	7.469	2.652	0.094	0.021	0.906	0.021	570.143	131.58	461.429	141.351	343.219	45.233	626.8	129.505	514.429	133.793	345.587	47.019	660.107	151.131	621.714	177.51	361.465	41.402	7.0	0.0
18	DEhCMZqN9jOlZWFNQQk4YHoix5u2_HS	22815.0	9076.208	397.818	814.571	9.196	21.346	-8.368	18.24	0.056	0.128	-0.056	0.12	0.502	0.944	-0.654	1.595	8.968	19.39	37.0	35.0	14150.75	12.982	16.444	25.0	38445.0	23983.561	623.841	1101.641	12.047	25.471	-11.306	24.674	0.08	0.183	-0.081	0.172	0.7	1.26	-0.938	2.199	8.195	18.408	49.0	40.0	33737.164	18.858	42.475	14.0	17.0	29760.0	6892.735	231.611	264.792	3.485	5.384	-3.446	5.324	0.036	0.052	-0.036	0.052	0.308	0.419	-0.353	0.503	6.126	14.225	13.0	16.0	8309.876	5.507	4.987	11.0	10.0	0.0	8945.504	287.683	202.195	5.043	5.427	-4.973	5.858	0.046	0.053	-0.046	0.052	0.394	0.393	-0.473	0.556	2.148	11.752	9.0	17.0	0.821	86.871	19.369	81.143	0.245	1.695	-0.389	1.651	0.003	0.018	-0.002	0.011	0.021	0.092	-0.041	0.232	1.336	8.02	2.0	0.0	1.0	3.507	1.248	6.0	0.0	0.585	0.208	0.585	0.208	0.0	0.0	0.0	0.0	0.0	0.0	87.829	34.585	89.286	33.277	12.402	10.024	0.125	0.022	0.875	0.022	613.657	218.878	633.571	349.996	351.952	168.59	701.486	249.698	719.714	363.45	352.527	161.939	759.679	307.857	735.929	393.896	352.953	155.833	7.0	0.0
19	DEhCMZqN9jOlZWFNQQk4YHoix5u2_LS	23430.0	9323.953	397.949	764.142	8.644	17.277	-8.357	18.953	0.059	0.14	-0.058	0.121	0.526	1.046	-0.679	1.51	8.847	20.257	46.0	40.0	14146.04	12.872	15.17	25.0	38775.0	21837.351	563.181	1049.666	10.142	25.074	-10.201	25.195	0.074	0.192	-0.075	0.19	0.68	1.381	-0.82	2.224	8.309	18.237	40.0	38.0	30766.731	16.757	41.284	14.0	16.0	30870.0	6300.091	204.085	195.01	3.116	4.225	-3.101	4.104	0.035	0.047	-0.036	0.047	0.286	0.358	-0.325	0.446	7.23	14.318	9.0	10.0	6601.094	4.386	4.047	11.0	10.0	1.0	9145.715	293.697	214.638	4.877	5.862	-4.937	5.175	0.046	0.049	-0.046	0.054	0.398	0.399	-0.456	0.52	2.815	11.456	9.0	25.0	0.783	99.922	17.764	109.35	0.271	2.55	-0.282	2.018	0.002	0.015	-0.002	0.013	0.015	0.089	-0.019	0.166	1.033	7.653	2.0	1.0	1.0	4.739	4.441	8.286	5.599	0.523	0.159	0.498	0.142	1.078	2.64	0.07	0.171	1.0	2.449	63.053	21.322	61.143	21.892	13.351	11.739	0.112	0.052	0.888	0.052	549.218	180.315	463.0	184.175	352.368	197.141	612.271	177.237	522.571	173.932	357.664	195.661	659.464	191.76	597.071	164.843	360.729	205.867	7.0	0.0
20	GIYSPPHWThTDBWb3tJufZguFAIT2_HS	23730.0	9528.086	401.521	713.388	7.722	17.915	-7.716	14.863	0.055	0.111	-0.055	0.13	0.5	1.054	-0.61	1.248	9.175	18.386	52.0	40.0	19365.092	15.68	20.155	25.0	39795.0	27421.089	689.059	1191.045	12.812	25.099	-11.983	23.336	0.083	0.168	-0.079	0.167	0.699	1.188	-0.911	2.026	8.364	17.948	61.0	47.0	25202.403	14.773	17.957	14.0	20.0	32490.0	6145.868	189.162	221.141	2.875	4.487	-2.813	4.599	0.033	0.047	-0.034	0.049	0.273	0.375	-0.307	0.456	6.449	15.191	17.0	10.0	8177.665	5.212	5.022	11.0	11.0	0.0	9081.76	291.503	192.981	4.15	4.331	-4.166	4.518	0.041	0.045	-0.04	0.044	0.333	0.334	-0.399	0.436	2.016	11.776	9.0	15.0	0.693	75.801	20.969	57.068	0.541	2.306	-0.5	2.014	0.007	0.028	-0.006	0.029	0.051	0.202	-0.054	0.255	2.588	9.647	2.0	0.0	1.0	3.608	0.755	6.571	0.904	0.552	0.114	0.531	0.132	0.298	0.482	0.075	0.125	0.286	0.452	84.29	5.438	79.143	2.587	12.293	5.492	0.133	0.022	0.867	0.022	570.249	138.032	475.571	122.064	288.639	114.056	654.539	140.056	551.0	123.266	294.343	114.509	666.75	172.777	641.786	223.095	274.113	147.272	7.0	0.0
21	GIYSPPHWThTDBWb3tJufZguFAIT2_LS	24405.0	9306.963	381.355	622.094	6.903	13.217	-6.994	14.381	0.053	0.121	-0.051	0.112	0.448	0.739	-0.555	1.354	9.358	20.129	34.0	40.0	18325.803	14.544	17.227	25.0	40710.0	23223.748	570.468	964.299	9.335	18.991	-9.167	16.945	0.068	0.13	-0.069	0.139	0.586	1.02	-0.724	1.466	7.801	16.943	51.0	41.0	65938.646	33.353	88.666	14.0	17.0	25335.0	5974.874	235.835	240.543	3.416	4.938	-3.352	4.895	0.039	0.057	-0.038	0.053	0.323	0.408	-0.343	0.529	6.885	13.716	13.0	8.0	8433.841	6.683	7.299	11.0	11.0	1.0	8923.119	286.687	202.787	4.127	4.566	-4.143	4.521	0.041	0.045	-0.041	0.045	0.341	0.332	-0.394	0.457	2.186	12.054	9.0	21.0	0.666	8.156	3.577	15.291	0.122	0.808	-0.124	1.104	0.002	0.014	-0.002	0.013	0.013	0.076	-0.022	0.155	1.788	10.395	1.0	0.0	1.0	3.017	0.527	6.0	0.0	0.503	0.088	0.503	0.088	0.0	0.0	0.0	0.0	0.0	0.0	88.371	9.085	86.571	10.821	13.083	4.686	0.15	0.026	0.85	0.026	515.0	103.342	493.286	98.352	241.479	56.414	603.371	105.37	575.143	95.162	243.255	61.023	634.679	147.392	597.357	159.214	241.259	39.786	7.0	0.0
22	GzlieWRWOJgquA0nDZtBFExSW0E2_HS	21270.0	10300.74	484.285	793.045	10.167	21.479	-9.457	16.774	0.071	0.151	-0.071	0.167	0.646	1.228	-0.775	1.735	10.86	21.254	57.0	56.0	20929.584	18.839	24.095	25.0	35220.0	25111.229	712.982	1076.18	13.008	23.027	-12.497	24.122	0.09	0.188	-0.086	0.183	0.753	1.244	-1.023	2.272	9.825	21.092	56.0	49.0	21256.965	13.228	15.074	14.0	19.0	59430.0	7863.087	132.308	287.246	3.212	8.247	-3.166	9.442	0.032	0.075	-0.032	0.069	0.27	0.576	-0.33	0.79	10.444	17.542	34.0	31.0	7507.728	2.269	1.96	10.0	12.0	0.0	9077.371	291.924	205.774	5.907	6.308	-5.981	6.494	0.05	0.054	-0.049	0.051	0.453	0.415	-0.524	0.578	2.626	11.528	9.0	32.0	0.855	335.219	64.777	164.429	1.815	5.516	-2.291	7.385	0.021	0.06	-0.019	0.059	0.18	0.472	-0.221	0.667	5.79	20.119	7.0	8.0	1.0	2.987	0.436	6.0	0.0	0.498	0.073	0.498	0.073	0.0	0.0	0.0	0.0	0.0	0.0	90.543	8.057	87.0	8.912	16.919	11.025	0.154	0.023	0.846	0.023	506.771	86.598	493.286	121.998	284.256	122.497	597.314	87.192	573.286	126.411	289.349	133.749	635.75	126.503	610.143	112.21	293.194	112.704	7.0	0.0
23	GzlieWRWOJgquA0nDZtBFExSW0E2_LS	21510.0	9242.419	429.68	703.724	8.852	17.646	-8.602	15.639	0.061	0.118	-0.06	0.13	0.552	0.95	-0.694	1.486	9.259	18.729	38.0	36.0	18300.407	15.913	19.321	25.0	29070.0	19882.494	683.952	1002.167	11.169	21.699	-10.49	17.572	0.081	0.156	-0.084	0.176	0.702	1.175	-0.894	1.855	8.386	19.134	42.0	31.0	16603.524	10.923	12.701	14.0	15.0	59730.0	7525.218	125.987	366.955	2.849	8.154	-2.924	7.973	0.029	0.047	-0.028	0.049	0.236	0.396	-0.298	0.584	11.046	17.698	28.0	40.0	7923.096	2.465	2.091	9.0	12.0	1.0	9055.365	291.216	243.485	6.682	7.608	-6.74	7.484	0.051	0.062	-0.05	0.063	0.454	0.48	-0.579	0.728	2.517	12.075	11.0	24.0	0.851	12.417	91.98	20.837	1.95	1.297	-2.146	1.004	0.025	0.022	-0.034	0.015	0.221	0.163	-0.223	0.189	9.618	8.691	0.0	0.0	1.0	2.806	0.428	6.0	0.0	0.468	0.071	0.468	0.071	0.0	0.0	0.0	0.0	0.0	0.0	93.171	7.454	92.429	11.056	15.103	6.839	0.169	0.021	0.831	0.021	467.943	82.102	427.429	63.261	246.48	79.615	561.114	85.665	529.0	64.915	248.634	84.589	586.25	105.451	557.786	140.042	259.111	92.41	7.0	0.0
24	HRG51LMnAINeFapr6S17LQ1goP03_HS	22050.0	9070.751	411.372	708.775	9.802	19.785	-9.295	18.22	0.073	0.158	-0.071	0.149	0.656	1.109	-0.804	1.855	9.203	21.653	34.0	49.0	11852.937	10.37	12.72	25.0	29220.0	18517.978	633.743	973.173	10.789	20.36	-10.141	18.394	0.08	0.15	-0.08	0.153	0.674	1.119	-0.864	1.71	8.226	16.201	28.0	31.0	16819.597	10.37	11.916	14.0	14.0	40020.0	6033.666	150.766	140.162	2.553	3.391	-2.523	3.329	0.03	0.039	-0.029	0.038	0.248	0.3	-0.277	0.361	6.865	13.25	11.0	10.0	6133.799	2.925	2.574	11.0	13.0	0.0	8892.15	285.554	184.125	5.091	5.204	-5.34	5.215	0.047	0.049	-0.047	0.051	0.409	0.384	-0.473	0.515	3.101	11.648	9.0	28.0	0.757	503.37	147.833	336.218	3.906	9.373	-4.215	11.42	0.036	0.086	-0.037	0.08	0.31	0.696	-0.364	0.897	6.463	14.093	7.0	3.0	1.0	3.645	0.961	6.0	0.0	0.607	0.16	0.607	0.16	0.0	0.0	0.0	0.0	0.0	0.0	84.2	5.664	81.286	5.091	12.405	2.645	0.123	0.031	0.877	0.031	644.743	193.324	586.429	243.885	286.871	92.458	728.943	192.13	673.286	239.931	286.643	96.565	761.143	195.989	728.571	255.838	314.084	105.516	7.0	0.0
25	HRG51LMnAINeFapr6S17LQ1goP03_LS	20955.0	8776.612	418.831	781.03	10.094	21.354	-9.351	19.578	0.07	0.154	-0.069	0.154	0.615	1.1	-0.816	1.885	10.332	22.495	35.0	41.0	9525.236	8.254	9.916	25.0	34905.0	24640.529	705.931	1019.221	11.444	19.827	-10.923	18.449	0.086	0.154	-0.081	0.148	0.719	1.121	-0.897	1.683	8.373	17.149	36.0	38.0	21718.199	13.72	17.396	14.0	19.0	40605.0	16575.814	408.221	748.502	7.556	18.025	-6.963	15.348	0.06	0.129	-0.058	0.13	0.521	0.961	-0.608	1.474	8.465	19.653	52.0	70.0	28585.663	17.484	27.666	11.0	13.0	1.0	8824.227	283.646	176.324	4.566	4.751	-4.766	4.734	0.044	0.048	-0.045	0.05	0.372	0.37	-0.441	0.501	2.596	12.199	9.0	22.0	0.803	7.94	5.881	8.937	0.051	0.212	-0.084	0.43	0.0	0.001	-0.001	0.002	0.007	0.026	-0.004	0.014	1.011	9.486	0.0	0.0	1.0	3.498	0.691	6.0	0.0	0.583	0.115	0.583	0.115	0.0	0.0	0.0	0.0	0.0	0.0	102.057	9.161	100.714	9.483	14.625	6.896	0.152	0.033	0.848	0.033	597.571	136.896	517.143	125.745	229.515	112.86	699.629	138.107	630.857	134.236	222.483	111.733	724.143	176.812	694.857	222.424	230.721	111.374	7.0	0.0
26	INFvFzlNN7UeZRqvtoe8hejtnvX2_HS	26445.0	9732.899	368.043	726.879	7.694	17.877	-7.758	16.762	0.053	0.113	-0.053	0.12	0.491	0.933	-0.577	1.386	8.696	19.59	54.0	45.0	19839.547	15.122	19.491	25.0	52770.0	33190.111	628.958	1265.411	12.174	29.537	-11.21	25.483	0.073	0.18	-0.074	0.199	0.667	1.433	-0.843	2.224	7.295	16.336	66.0	64.0	32408.107	17.985	23.484	14.0	24.0	38865.0	7015.671	180.514	207.54	3.093	4.545	-3.07	5.055	0.033	0.048	-0.033	0.048	0.271	0.36	-0.316	0.477	7.188	15.836	27.0	30.0	10754.797	5.712	6.744	11.0	14.0	0.0	8980.784	288.261	271.808	4.848	6.582	-4.989	6.765	0.043	0.058	-0.042	0.058	0.366	0.422	-0.431	0.621	4.175	13.317	13.0	30.0	0.506	237.679	310.691	335.132	3.769	5.744	-4.032	4.005	0.033	0.052	-0.04	0.061	0.307	0.382	-0.405	0.567	6.499	13.851	1.0	1.0	1.0	2.918	0.499	6.571	0.904	0.444	0.049	0.38	0.113	0.577	0.915	0.163	0.258	0.286	0.452	43.167	3.612	41.571	2.665	8.067	4.247	0.08	0.014	0.919	0.012	482.543	59.047	337.857	64.086	370.527	91.458	525.71	59.274	379.571	59.303	368.118	89.204	570.619	75.843	468.357	86.204	391.77	98.551	7.0	0.0
27	INFvFzlNN7UeZRqvtoe8hejtnvX2_LS	25350.0	8747.159	345.056	735.375	7.585	16.617	-7.511	16.824	0.046	0.107	-0.046	0.1	0.427	0.794	-0.528	1.303	8.371	20.273	51.0	46.0	18531.714	15.534	18.347	20.0	41115.0	25614.256	622.991	1159.357	11.584	23.806	-11.2	24.548	0.079	0.184	-0.079	0.178	0.667	1.289	-0.86	2.096	8.39	19.172	56.0	49.0	27153.438	14.781	21.463	14.0	18.0	40695.0	7427.933	182.527	252.422	3.317	7.322	-3.356	6.518	0.033	0.047	-0.033	0.05	0.288	0.438	-0.314	0.536	6.865	17.015	31.0	26.0	9962.155	5.483	5.445	11.0	14.0	1.0	9380.272	301.956	288.887	5.292	7.285	-5.402	7.082	0.047	0.061	-0.046	0.065	0.388	0.479	-0.47	0.669	3.359	12.442	9.0	24.0	0.432	259.619	509.058	753.195	8.36	13.778	-6.144	11.435	0.066	0.118	-0.049	0.095	0.472	0.825	-0.66	1.148	2.034	3.065	1.0	0.0	1.0	2.985	0.504	6.286	0.7	0.474	0.055	0.474	0.055	0.0	0.0	0.0	0.0	0.0	0.0	45.963	4.727	45.429	3.774	8.873	4.21	0.082	0.016	0.918	0.015	519.0	65.483	404.571	114.411	374.875	125.067	564.963	65.008	456.0	113.299	373.132	126.261	598.286	99.887	507.143	113.536	386.804	148.656	7.0	0.0
28	KgE7UfPH9kbLgv15Vi6DU7xbAzC2_HS	21765.0	8834.841	405.92	679.448	8.158	15.646	-7.496	15.036	0.055	0.126	-0.053	0.125	0.474	0.872	-0.607	1.438	8.564	19.427	36.0	31.0	12706.166	12.194	13.226	25.0	33705.0	20634.893	612.221	1088.186	10.391	20.898	-9.691	21.896	0.073	0.182	-0.071	0.176	0.617	1.157	-0.747	2.039	7.672	16.971	34.0	33.0	23152.517	13.831	17.766	14.0	15.0	47970.0	7473.414	155.794	179.39	2.976	4.79	-2.995	5.009	0.031	0.041	-0.032	0.04	0.267	0.333	-0.306	0.422	8.03	15.079	23.0	20.0	8901.121	3.491	3.268	11.0	15.0	0.0	8842.413	284.094	198.961	5.072	5.839	-5.137	5.462	0.045	0.052	-0.046	0.057	0.39	0.399	-0.464	0.574	2.245	11.62	9.0	17.0	0.822	374.703	580.934	811.068	7.289	9.81	-8.703	14.63	0.073	0.135	-0.061	0.119	0.481	0.697	-0.695	1.372	4.039	11.027	0.0	0.0	1.0	3.122	0.939	6.0	0.0	0.52	0.157	0.52	0.157	0.0	0.0	0.0	0.0	0.0	0.0	87.571	17.118	84.714	15.818	14.582	9.236	0.151	0.042	0.849	0.042	536.857	183.887	437.429	156.456	301.565	261.397	624.429	187.805	524.857	173.153	303.594	260.098	663.679	214.881	590.286	170.568	320.277	277.611	7.0	0.0
29	KgE7UfPH9kbLgv15Vi6DU7xbAzC2_LS	22710.0	9423.469	414.948	713.128	8.53	15.519	-7.91	15.032	0.055	0.098	-0.055	0.1	0.496	0.799	-0.639	1.183	8.162	18.92	33.0	31.0	17505.986	15.729	18.627	25.0	29400.0	18991.421	645.967	1141.756	11.379	23.266	-10.777	21.722	0.08	0.181	-0.077	0.174	0.638	1.274	-0.905	2.037	7.962	18.572	36.0	34.0	20849.085	13.762	15.514	14.0	14.0	41850.0	7487.327	178.909	237.752	3.429	5.572	-3.268	5.933	0.034	0.048	-0.035	0.047	0.298	0.391	-0.337	0.487	7.983	15.457	23.0	22.0	7991.101	4.006	3.462	11.0	15.0	1.0	8788.162	282.215	235.919	5.7	6.77	-5.692	7.079	0.045	0.053	-0.046	0.053	0.42	0.454	-0.479	0.573	2.539	12.587	12.0	19.0	0.833	54.905	20.916	46.679	0.419	1.606	-0.385	1.647	0.005	0.022	-0.005	0.019	0.055	0.179	-0.038	0.166	4.66	13.82	1.0	2.0	1.0	2.925	0.496	6.0	0.0	0.488	0.083	0.488	0.083	0.0	0.0	0.0	0.0	0.0	0.0	100.6	21.14	91.714	13.708	26.933	13.016	0.174	0.033	0.826	0.033	484.486	91.895	413.571	117.202	251.486	126.166	585.086	99.155	512.0	110.285	248.534	139.732	630.214	118.615	571.286	130.4	271.212	135.436	7.0	0.0
30	M9n7RYfdPmgJeocUVYS9uDODh4B2_HS	26565.0	9865.07	371.356	715.239	7.799	16.489	-7.651	16.459	0.053	0.117	-0.053	0.101	0.477	0.88	-0.619	1.353	8.684	20.406	45.0	36.0	18714.799	14.019	21.697	25.0	36825.0	20809.168	565.083	904.11	9.779	19.106	-9.192	17.745	0.069	0.134	-0.069	0.133	0.603	1.031	-0.764	1.565	7.345	17.546	38.0	34.0	19367.001	11.01	12.739	14.0	16.0	24285.0	6085.144	250.572	299.151	3.608	7.07	-3.663	5.648	0.037	0.062	-0.037	0.067	0.317	0.47	-0.353	0.67	6.12	14.824	13.0	18.0	6202.013	5.464	5.576	11.0	16.0	0.0	8917.684	286.788	221.454	5.596	6.123	-5.623	6.214	0.046	0.053	-0.046	0.054	0.398	0.397	-0.501	0.585	3.239	12.004	9.0	17.0	0.745	1364.973	242.662	512.099	4.997	13.561	-5.011	10.702	0.046	0.093	-0.05	0.11	0.404	0.777	-0.5	1.095	8.706	16.966	4.0	6.0	1.0	3.648	0.673	6.0	0.0	0.608	0.112	0.608	0.112	0.0	0.0	0.0	0.0	0.0	0.0	168.8	36.959	163.0	31.442	40.134	16.639	0.222	0.074	0.765	0.087	560.8	159.403	563.857	178.834	386.039	203.788	729.6	134.529	707.143	157.182	380.189	199.943	739.0	196.569	690.571	200.643	378.474	280.026	7.0	0.0
31	M9n7RYfdPmgJeocUVYS9uDODh4B2_LS	28545.0	9129.599	319.832	586.123	6.528	13.139	-6.401	13.751	0.049	0.113	-0.047	0.098	0.416	0.793	-0.536	1.21	7.655	19.127	47.0	35.0	19570.108	15.397	18.34	25.0	47205.0	26006.873	550.935	946.671	10.951	22.425	-10.484	21.114	0.076	0.153	-0.074	0.145	0.682	1.22	-0.877	1.79	7.872	18.384	61.0	52.0	26768.242	13.898	18.334	14.0	19.0	32355.0	7530.428	232.744	522.788	4.301	11.412	-4.441	13.079	0.039	0.067	-0.038	0.067	0.344	0.619	-0.391	0.83	7.323	16.14	17.0	16.0	8506.357	5.439	5.044	11.0	16.0	1.0	8915.873	286.73	266.843	6.571	8.176	-6.599	7.776	0.052	0.064	-0.053	0.067	0.465	0.51	-0.588	0.725	3.258	12.185	11.0	27.0	0.674	155.184	32.03	26.78	0.708	1.168	-0.674	1.251	0.01	0.016	-0.01	0.016	0.075	0.105	-0.098	0.161	1.296	5.988	0.0	0.0	1.0	3.971	1.511	6.0	0.0	0.662	0.252	0.662	0.252	0.0	0.0	0.0	0.0	0.0	0.0	154.671	40.667	141.071	29.974	38.976	34.066	0.215	0.099	0.772	0.107	598.443	237.748	525.643	221.214	460.495	170.684	744.857	218.997	664.0	232.542	444.808	175.569	814.269	313.688	732.143	345.221	461.369	182.193	7.0	0.0
